index,main_folder,name,rel_path,abs_path,sheet_file,page,row,col,duration_s,width,height
17,16. Videos,bianca-blue_15.mp4,Bianca Blue/bianca-blue_15.mp4,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Blue/bianca-blue_15.mp4,16. Videos__VIDEO_sheet_01.png,1,5,1,7.3,2160,3840
18,16. Videos,bianca-blue_16.mp4,Bianca Blue/bianca-blue_16.mp4,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Blue/bianca-blue_16.mp4,16. Videos__VIDEO_sheet_01.png,1,5,2,8.0,1080,1920
19,16. Videos,bianca-blue_17.mp4,Bianca Blue/bianca-blue_17.mp4,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Blue/bianca-blue_17.mp4,16. Videos__VIDEO_sheet_01.png,1,5,3,8.4,1080,1920
20,16. Videos,bianca-blue_18.mp4,Bianca Blue/bianca-blue_18.mp4,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Blue/bianca-blue_18.mp4,16. Videos__VIDEO_sheet_01.png,1,5,4,10.1,1080,1920
21,16. Videos,bianca-blue_19.mp4,Bianca Blue/bianca-blue_19.mp4,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Blue/bianca-blue_19.mp4,16. Videos__VIDEO_sheet_01.png,1,6,1,10.56,1920,1080
22,16. Videos,bianca-blue_21.mp4,Bianca Blue/bianca-blue_21.mp4,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Blue/bianca-blue_21.mp4,16. Videos__VIDEO_sheet_01.png,1,6,2,7.34,2160,3840
23,16. Videos,bianca-blue_22.mov,Bianca Blue/bianca-blue_22.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Blue/bianca-blue_22.mov,16. Videos__VIDEO_sheet_01.png,1,6,3,25.43,3840,2160
24,16. Videos,bianca-blue_25.mov,Bianca Blue/bianca-blue_25.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Blue/bianca-blue_25.mov,16. Videos__VIDEO_sheet_01.png,1,6,4,1.23,3840,2160
25,16. Videos,bianca-blue_26.mov,Bianca Blue/bianca-blue_26.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Blue/bianca-blue_26.mov,16. Videos__VIDEO_sheet_01.png,1,7,1,4.37,3840,2160
26,16. Videos,bianca-blue_27.mov,Bianca Blue/bianca-blue_27.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Blue/bianca-blue_27.mov,16. Videos__VIDEO_sheet_01.png,1,7,2,4.2,1920,1080
27,16. Videos,bianca-blue_28.mov,Bianca Blue/bianca-blue_28.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Blue/bianca-blue_28.mov,16. Videos__VIDEO_sheet_01.png,1,7,3,5.03,1920,1080
28,16. Videos,bianca-blue_29.mov,Bianca Blue/bianca-blue_29.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Blue/bianca-blue_29.mov,16. Videos__VIDEO_sheet_01.png,1,7,4,9.51,1920,1080
29,16. Videos,bianca-blue_30.mov,Bianca Blue/bianca-blue_30.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Blue/bianca-blue_30.mov,16. Videos__VIDEO_sheet_01.png,1,8,1,8.94,1920,1080
30,16. Videos,bianca-blue_31.mov,Bianca Blue/bianca-blue_31.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Blue/bianca-blue_31.mov,16. Videos__VIDEO_sheet_01.png,1,8,2,7.17,1920,1080
31,16. Videos,bianca-blue_32.mov,Bianca Blue/bianca-blue_32.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Blue/bianca-blue_32.mov,16. Videos__VIDEO_sheet_01.png,1,8,3,4.8,1920,1080
32,16. Videos,bianca-blue_33.mov,Bianca Blue/bianca-blue_33.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Blue/bianca-blue_33.mov,16. Videos__VIDEO_sheet_01.png,1,8,4,17.02,2160,3840
33,16. Videos,bianca-blue_34.mov,Bianca Blue/bianca-blue_34.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Blue/bianca-blue_34.mov,16. Videos__VIDEO_sheet_02.png,2,1,1,9.4,1920,1080
34,16. Videos,bianca-blue_35.mov,Bianca Blue/bianca-blue_35.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Blue/bianca-blue_35.mov,16. Videos__VIDEO_sheet_02.png,2,1,2,2.43,1920,1080
35,16. Videos,bianca-blue_36.mov,Bianca Blue/bianca-blue_36.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Blue/bianca-blue_36.mov,16. Videos__VIDEO_sheet_02.png,2,1,3,18.02,2160,3840
36,16. Videos,bianca-blue_37.mov,Bianca Blue/bianca-blue_37.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Blue/bianca-blue_37.mov,16. Videos__VIDEO_sheet_02.png,2,1,4,39.04,2160,3840
37,16. Videos,bianca-blue_cafe_01.mov,Bianca Blue/bianca-blue_cafe_01.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Blue/bianca-blue_cafe_01.mov,16. Videos__VIDEO_sheet_02.png,2,2,1,7.37,1920,1080
38,16. Videos,bianca-blue_cafe_ugc_01.mp4,Bianca Blue/bianca-blue_cafe_ugc_01.mp4,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Blue/bianca-blue_cafe_ugc_01.mp4,16. Videos__VIDEO_sheet_02.png,2,2,2,9.88,2160,3840
39,16. Videos,bianca-blue_gelato_01.mp4,Bianca Blue/bianca-blue_gelato_01.mp4,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Blue/bianca-blue_gelato_01.mp4,16. Videos__VIDEO_sheet_02.png,2,2,3,11.47,1080,1920
40,16. Videos,bianca-blue_gelato_02.mp4,Bianca Blue/bianca-blue_gelato_02.mp4,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Blue/bianca-blue_gelato_02.mp4,16. Videos__VIDEO_sheet_02.png,2,2,4,6.67,1080,1920
41,16. Videos,bianca-blue_gelato_03.mp4,Bianca Blue/bianca-blue_gelato_03.mp4,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Blue/bianca-blue_gelato_03.mp4,16. Videos__VIDEO_sheet_02.png,2,3,1,12.57,1080,1920
42,16. Videos,bianca-blue_gelato_04.mp4,Bianca Blue/bianca-blue_gelato_04.mp4,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Blue/bianca-blue_gelato_04.mp4,16. Videos__VIDEO_sheet_02.png,2,3,2,12.57,1080,1920
43,16. Videos,bianca-blue_mirror_01.mp4,Bianca Blue/bianca-blue_mirror_01.mp4,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Blue/bianca-blue_mirror_01.mp4,16. Videos__VIDEO_sheet_02.png,2,3,3,12.63,2160,3840
44,16. Videos,bianca-blue_selfie_01.mov,Bianca Blue/bianca-blue_selfie_01.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Blue/bianca-blue_selfie_01.mov,16. Videos__VIDEO_sheet_02.png,2,3,4,21.03,3840,2160
45,16. Videos,bianca-cloud-rose_01.mov,Bianca Cloud Rose/bianca-cloud-rose_01.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Cloud Rose/bianca-cloud-rose_01.mov,16. Videos__VIDEO_sheet_02.png,2,4,1,56.06,2160,3840
46,16. Videos,bianca-cloud-rose_02.mov,Bianca Cloud Rose/bianca-cloud-rose_02.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Cloud Rose/bianca-cloud-rose_02.mov,16. Videos__VIDEO_sheet_02.png,2,4,2,5.0,2160,3840
47,16. Videos,bianca-cloud-rose_03.mov,Bianca Cloud Rose/bianca-cloud-rose_03.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Cloud Rose/bianca-cloud-rose_03.mov,16. Videos__VIDEO_sheet_02.png,2,4,3,48.05,2160,3840
48,16. Videos,bianca-cloud-rose_04.mov,Bianca Cloud Rose/bianca-cloud-rose_04.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Cloud Rose/bianca-cloud-rose_04.mov,16. Videos__VIDEO_sheet_02.png,2,4,4,6.7,3840,2160
49,16. Videos,bianca-cloud-rose_05.mov,Bianca Cloud Rose/bianca-cloud-rose_05.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Cloud Rose/bianca-cloud-rose_05.mov,16. Videos__VIDEO_sheet_02.png,2,5,1,2.73,3840,2160
50,16. Videos,bianca-cloud-rose_06.mov,Bianca Cloud Rose/bianca-cloud-rose_06.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Cloud Rose/bianca-cloud-rose_06.mov,16. Videos__VIDEO_sheet_02.png,2,5,2,2.1,3840,2160
51,16. Videos,bianca-cloud-rose_07.mov,Bianca Cloud Rose/bianca-cloud-rose_07.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Cloud Rose/bianca-cloud-rose_07.mov,16. Videos__VIDEO_sheet_02.png,2,5,3,2.5,3840,2160
52,16. Videos,bianca-cloud-rose_08.mov,Bianca Cloud Rose/bianca-cloud-rose_08.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Cloud Rose/bianca-cloud-rose_08.mov,16. Videos__VIDEO_sheet_02.png,2,5,4,3.7,3840,2160
53,16. Videos,bianca-cloud-rose_09.mov,Bianca Cloud Rose/bianca-cloud-rose_09.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Cloud Rose/bianca-cloud-rose_09.mov,16. Videos__VIDEO_sheet_02.png,2,6,1,2.4,3840,2160
54,16. Videos,bianca-cloud-rose_10.mov,Bianca Cloud Rose/bianca-cloud-rose_10.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Cloud Rose/bianca-cloud-rose_10.mov,16. Videos__VIDEO_sheet_02.png,2,6,2,4.6,3840,2160
55,16. Videos,bianca-cloud-rose_11.mov,Bianca Cloud Rose/bianca-cloud-rose_11.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Cloud Rose/bianca-cloud-rose_11.mov,16. Videos__VIDEO_sheet_02.png,2,6,3,2.4,3840,2160
56,16. Videos,bianca-cloud-rose_12.mov,Bianca Cloud Rose/bianca-cloud-rose_12.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Cloud Rose/bianca-cloud-rose_12.mov,16. Videos__VIDEO_sheet_02.png,2,6,4,1.87,3840,2160
57,16. Videos,bianca-cloud-rose_13.mov,Bianca Cloud Rose/bianca-cloud-rose_13.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Cloud Rose/bianca-cloud-rose_13.mov,16. Videos__VIDEO_sheet_02.png,2,7,1,5.13,3840,2160
58,16. Videos,bianca-cloud-rose_14.mov,Bianca Cloud Rose/bianca-cloud-rose_14.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Cloud Rose/bianca-cloud-rose_14.mov,16. Videos__VIDEO_sheet_02.png,2,7,2,1.93,3840,2160
59,16. Videos,bianca-cloud-rose_15.mov,Bianca Cloud Rose/bianca-cloud-rose_15.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Cloud Rose/bianca-cloud-rose_15.mov,16. Videos__VIDEO_sheet_02.png,2,7,3,1.53,3840,2160
60,16. Videos,bianca-cloud-rose_16.mov,Bianca Cloud Rose/bianca-cloud-rose_16.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Cloud Rose/bianca-cloud-rose_16.mov,16. Videos__VIDEO_sheet_02.png,2,7,4,3.17,3840,2160
61,16. Videos,bianca-rose_01.mov,Bianca Rose/bianca-rose_01.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Rose/bianca-rose_01.mov,16. Videos__VIDEO_sheet_02.png,2,8,1,11.8,3840,2160
62,16. Videos,bianca-rose_02.mov,Bianca Rose/bianca-rose_02.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Rose/bianca-rose_02.mov,16. Videos__VIDEO_sheet_02.png,2,8,2,9.77,3840,2160
63,16. Videos,bianca-rose_03.mov,Bianca Rose/bianca-rose_03.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Rose/bianca-rose_03.mov,16. Videos__VIDEO_sheet_02.png,2,8,3,17.9,3840,2160
64,16. Videos,bianca-rose_04.mov,Bianca Rose/bianca-rose_04.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Rose/bianca-rose_04.mov,16. Videos__VIDEO_sheet_02.png,2,8,4,4.73,1920,1080
65,16. Videos,bianca-rose_05.mov,Bianca Rose/bianca-rose_05.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Rose/bianca-rose_05.mov,16. Videos__VIDEO_sheet_03.png,3,1,1,6.27,1920,1080
66,16. Videos,bianca-rose_06.mov,Bianca Rose/bianca-rose_06.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Rose/bianca-rose_06.mov,16. Videos__VIDEO_sheet_03.png,3,1,2,18.27,3840,2160
67,16. Videos,bianca-rose_07.mp4,Bianca Rose/bianca-rose_07.mp4,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Rose/bianca-rose_07.mp4,16. Videos__VIDEO_sheet_03.png,3,1,3,18.72,1920,1080
68,16. Videos,bianca-rose_08.mp4,Bianca Rose/bianca-rose_08.mp4,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Rose/bianca-rose_08.mp4,16. Videos__VIDEO_sheet_03.png,3,1,4,14.53,1080,1920
69,16. Videos,bianca-rose_09.mov,Bianca Rose/bianca-rose_09.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Rose/bianca-rose_09.mov,16. Videos__VIDEO_sheet_03.png,3,2,1,12.33,3840,2160
70,16. Videos,bianca-rose_10.mp4,Bianca Rose/bianca-rose_10.mp4,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Rose/bianca-rose_10.mp4,16. Videos__VIDEO_sheet_03.png,3,2,2,8.31,2160,3840
71,16. Videos,bianca-rose_11.mp4,Bianca Rose/bianca-rose_11.mp4,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Rose/bianca-rose_11.mp4,16. Videos__VIDEO_sheet_03.png,3,2,3,25.99,2160,3840
72,16. Videos,bianca-rose_12.mp4,Bianca Rose/bianca-rose_12.mp4,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Rose/bianca-rose_12.mp4,16. Videos__VIDEO_sheet_03.png,3,2,4,8.31,2160,3840
73,16. Videos,bianca-rose_13.mp4,Bianca Rose/bianca-rose_13.mp4,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Rose/bianca-rose_13.mp4,16. Videos__VIDEO_sheet_03.png,3,3,1,8.31,2160,3840
74,16. Videos,bianca-rose_14.mp4,Bianca Rose/bianca-rose_14.mp4,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Rose/bianca-rose_14.mp4,16. Videos__VIDEO_sheet_03.png,3,3,2,8.31,2160,3840
75,16. Videos,bianca-rose_15.mov,Bianca Rose/bianca-rose_15.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Rose/bianca-rose_15.mov,16. Videos__VIDEO_sheet_03.png,3,3,3,4.5,1920,1080
76,16. Videos,bianca-rose_16.mov,Bianca Rose/bianca-rose_16.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Rose/bianca-rose_16.mov,16. Videos__VIDEO_sheet_03.png,3,3,4,26.03,2160,3840
77,16. Videos,bianca-rose_mirror_01.mp4,Bianca Rose/bianca-rose_mirror_01.mp4,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Rose/bianca-rose_mirror_01.mp4,16. Videos__VIDEO_sheet_03.png,3,4,1,9.6,2160,3840
78,16. Videos,bianca-rose_street_01.mov,Bianca Rose/bianca-rose_street_01.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Rose/bianca-rose_street_01.mov,16. Videos__VIDEO_sheet_03.png,3,4,2,14.01,2160,3840
79,16. Videos,bianca-rose_street_01.mp4,Bianca Rose/bianca-rose_street_01.mp4,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Rose/bianca-rose_street_01.mp4,16. Videos__VIDEO_sheet_03.png,3,4,3,7.1,2160,3840
80,16. Videos,bianca-rose_street_02.mp4,Bianca Rose/bianca-rose_street_02.mp4,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Rose/bianca-rose_street_02.mp4,16. Videos__VIDEO_sheet_03.png,3,4,4,11.04,1920,1080
81,16. Videos,bianca-rose_street_03.mp4,Bianca Rose/bianca-rose_street_03.mp4,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Rose/bianca-rose_street_03.mp4,16. Videos__VIDEO_sheet_03.png,3,5,1,12.48,1920,1080
82,16. Videos,IMG_3495.MOV,Bianca Rose/IMG_3495.MOV,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Bianca Rose/IMG_3495.MOV,16. Videos__VIDEO_sheet_03.png,3,5,2,4.13,1920,1080
83,16. Videos,celeste-blue_01.mp4,Celeste Blue/celeste-blue_01.mp4,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Celeste Blue/celeste-blue_01.mp4,16. Videos__VIDEO_sheet_03.png,3,5,3,28.65,720,1280
84,16. Videos,celeste-navy_01.mov,Celeste Navy/celeste-navy_01.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Celeste Navy/celeste-navy_01.mov,16. Videos__VIDEO_sheet_03.png,3,5,4,9.24,1080,1920
